Name,City,Venue,Quote1,Quote2,Occasion,MatchConfidence,DuplicateFlag,VenueID,FoodboardID,Cuisine,RawVenue,TranscriptFile,match_1,score_1,match_2,score_2,match_3,score_3
Nat Wolf,Melbourne,Udom House (transcribed as 'Hyung-jong'),"A birthplace. $12 bidons, Thai street food that reminds me of Thailand.",,,corrected,,venue.QVVTLlZJQy4xMDAwNjE5Mg==,foodboard.udmjOWOwYQPx4YBNfmeac,Coffee,Hyung-jong,Nat Wolf_IG_V6.docx,,,,,,
Nat Wolf,Melbourne,Pho Hung Vuong 2 (transcribed as 'bidon'),My hangover meal.,,,corrected,,venue.QVVTLlZJQy4xMDAwNTU2NQ==,foodboard.udmjOWOwYQPx4YBNfmeac,Vietnamese,bidon,Nat Wolf_IG_V6.docx,,,,,,
Nat Wolf,Melbourne,Fluffy Torpedo,"An ice cream shop. They do really weird flavours, buttered baguette, olive, durian.",,,high,,venue.QVVTLlZJQy4xMDAwNTg5Mw==,foodboard.udmjOWOwYQPx4YBNfmeac,Ice Cream,fluffy torpedo,Nat Wolf_IG_V6.docx,,,,,,
Nat Wolf,Melbourne,Viet Rose Cafe (transcribed as 'Viet Rose'),,,,corrected,,venue.QVVTLlZJQy4xMDAwNjE5Nw==,foodboard.udmjOWOwYQPx4YBNfmeac,,Viet Rose,Nat Wolf_IG_V6.docx,,,,,,
Nathan Toleman,Melbourne,Serai (transcribed as 'Sarai'),Amazing food and really great service.,,,corrected,,venue.QVVTLlZJQy4xMDAwNjA5OQ==,foodboard.TmF0aGFuIFRvbGVtYW4=,Filipino,Sarai,Nathan Toleman.docx,,,,,,
Nathan Toleman,Melbourne,Lune Croissanterie Fitzroy (transcribed as 'Loon'),A coffee at Lune with a pastry is my idea of heaven.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTk4OQ==,foodboard.TmF0aGFuIFRvbGVtYW4=,Coffee,Loon,Nathan Toleman.docx,,,,,,
Nathan Toleman,Melbourne,Green-On (transcribed as 'green on enrichment'),The owner Frankie Cox is doing the most amazing salads made to order.,Everyone needs to go there and check it out.,,corrected,,venue.QVVTLlZJQy4xMDAwNTkxNg==,foodboard.TmF0aGFuIFRvbGVtYW4=,Salad,green on enrichment,Nathan Toleman.docx,,,,,,
Nathan Toleman,Melbourne,The Moon,"In Collingwood. Really great wine list, great service.",The food that Joel Bayon is putting out of that tiny kitchen is amazing.,wine bar,high,,venue.QVVTLlZJQy4xMDAwNjc0Mw==,foodboard.TmF0aGFuIFRvbGVtYW4=,Modern Australian,the moon,Nathan Toleman.docx,,,,,,
Nathan Toleman,Melbourne,Romo Pizza Bar (transcribed as 'Romo'),The most amazing pizza in Catherine Place. Just delicious. It's next level.,,,corrected,,venue.QVVTLlZJQy4xMDAwMDE0OA==,foodboard.TmF0aGFuIFRvbGVtYW4=,Pizza | Italian,Romo,Nathan Toleman.docx,,,,,,
Ned Parker,Sydney,Cafe Paci (transcribed as 'Cafe Pussy in Newtown'),"Great food, really good service. Every time you go, something new on the menu.",You just want to go back and back.,,corrected,,venue.QVVTLk5TVy4xMDAwMzgxMg==,foodboard.dXNlci5iQW03WnhtRTd6U21lODlxTGRjOERMR0E0WXgy,Modern Australian,Cafe Pussy in Newtown,Ned Parker.docx,,,,,,
Ned Parker,Sydney,Sample Coffee (transcribed as 'sample coffee in St. Peter's'),"Really really good people, great coffee. Subscription service, new coffee every week.",,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ5OA==,foodboard.dXNlci5iQW03WnhtRTd6U21lODlxTGRjOERMR0E0WXgy,Coffee,sample coffee in St. Peter's,Ned Parker.docx,,,,,,
Ned Parker,Sydney,Willis Canteen (transcribed as 'Willis Cantine in Ultimo'),"A little Indonesian restaurant. Amazing gado gado, Indonesian salad with peanut sauce.",,,corrected,,venue.QVVTLk5TVy4xMDAwNDk2MQ==,foodboard.dXNlci5iQW03WnhtRTd6U21lODlxTGRjOERMR0E0WXgy,Indonesian,Willis Cantine in Ultimo,Ned Parker.docx,,,,,,
Ned Parker,Sydney,Courthouse Hotel (transcribed as 'the courthouse hotel'),"Really good. Good garden, just a good time.",,,corrected,,venue.QVVTLk5TVy4xMDAwNjY0Mw==,foodboard.dXNlci5iQW03WnhtRTd6U21lODlxTGRjOERMR0E0WXgy,Burger | craft beer,the courthouse hotel,Ned Parker.docx,,,,,,
Ned Parker,Sydney,Goodwood Bakeshop Marrickville (transcribed as 'Goodwood Bakery'),"Awesome pastries, really good bread, great coffee. Always always great.",,,corrected,,venue.QVVTLk5TVy4xMDAwNjQ3OA==,foodboard.dXNlci5iQW03WnhtRTd6U21lODlxTGRjOERMR0E0WXgy,,Goodwood Bakery,Ned Parker.docx,,,,,,
Neil Perry,Sydney,Ester (transcribed as 'Esther'),"Maddie, Brianna Cook. Fantastic use of wood fire oven, great ingredients. I taught him well.",,,corrected,,venue.QVVTLk5TVy4xMDAwNjYxMQ==,foodboard.dXNlci5Sc09jVFhENWFMVXNFREw4dklCck9rcW9zR2sx,Australian,Esther,Neil Perry.docx,,,,,,
Neil Perry,Sydney,Room Ten (transcribed as 'room 10'),"Andrew's doing great coffee, mega coffee, great food program.","Lots of people on the street, everyone having fun.",coffee,corrected,,venue.QVVTLk5TVy4xMDAwNTU4OA==,foodboard.dXNlci5Sc09jVFhENWFMVXNFREw4dklCck9rcW9zR2sx,Brunch | Coffee,room 10,Neil Perry.docx,,,,,,
Neil Perry,Sydney,VN Street Food (transcribed as 'being food Vietnamese'),"Northern style. Lots of noodles, fermented noodles, pork, pork balls.","Sweet sour hot, delicious, chili sauce. Fantastic.",,corrected,,venue.QVVTLk5TVy4xMDAwNjQwMw==,foodboard.dXNlci5Sc09jVFhENWFMVXNFREw4dklCck9rcW9zR2sx,Vietnamese,being food Vietnamese,Neil Perry.docx,,,,,,
Neil Perry,Sydney,The Caterpillar Club (transcribed as 'catholic pillow clock'),My guys used to always hang at the old Frankie's. They've just migrated down.,Happening any day of the week.,,corrected,,venue.QVVTLk5TVy4xMDAwNjU5NQ==,foodboard.dXNlci5Sc09jVFhENWFMVXNFREw4dklCck9rcW9zR2sx,,catholic pillow clock,Neil Perry.docx,,,,,,
Neil Perry,Sydney,Royal Oak Hotel (transcribed as 'the Royal Oak'),A great pub. The heart and soul of double bay.,"Everyone is a kind of double bay height, hangs out there. They look after my staff.",,corrected,,venue.QVVTLk5TVy4xMDAwNTQ4NQ==,foodboard.dXNlci5Sc09jVFhENWFMVXNFREw4dklCck9rcW9zR2sx,,the Royal Oak,Neil Perry.docx,,,,,,
News Eps 13,Melbourne,France-Soir (transcribed as 'Francois'),Honestly been serving some of Melbourne's best French views. The city's most iconic institution.,,,corrected,,venue.QVVTLlZJQy4xMDAwNDkwMQ==,,French,Francois,News_Eps_13.docx,,,,,,
News Eps 13,Melbourne,Le Splendide (transcribed as 'The Splendid'),"Just opened a bar next door. Super sexy, sleek, no photos.",They put a sticker over your camera before you enter.,,corrected,,venue.QVVTLlZJQy4xMDAwNzQ2NA==,,Cocktail,The Splendid,News_Eps_13.docx,,,,,,
News Eps 13,Melbourne,Grana,"Like Paris, high society, terrace, rooftops, champagne, nibbles, good music.",Perfect going into summer.,,fuzzy_low,,,,,GG,News_Eps_13.docx,Grana,49,Gimlet,48,Gai Wong,46
News Eps 13,Melbourne,QT Melbourne,"Bar bistro and cafe. Has it all. On Clarendon Street, super central.",,,fuzzy_matched,,,,Coffee,Kirby in South Melbourne,News_Eps_13.docx,QT Melbourne,87,Path Melbourne,85,South Melbourne Market,83
Nic Coulter,Melbourne,ARU Restaurant (transcribed as 'Arru'),"Lot of Asian and Australian, really well thought out. White and is, great service.",Where Melbourne restaurants would be at the moment.,,corrected,,venue.QVVTLlZJQy4xMDAwMDA1Nw==,,Modern Australian,Arru,Nic Coulter.docx,,,,,,
Nic Coulter,Melbourne,Onethirtytwo (transcribed as '132 on Chapel Street'),The boys at 132. I don't drink coffee.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjg4NA==,,Brunch | Coffee,132 on Chapel Street,Nic Coulter.docx,,,,,,
Nic Coulter,Melbourne,Jinda Thai Restaurant (transcribed as 'ginger Thai'),Really great Thai food. Just tucked off Victoria Street.,,,corrected,,venue.QVVTLlZJQy4xMDAwMjUzNw==,,Thai,ginger Thai,Nic Coulter.docx,,,,,,
Nic Coulter,Melbourne,Builders Arms Hotel (transcribed as 'builders arms'),"Really nice corner bar, good bar. Really nice pub food to back up.",Cheeseburger there is outstanding.,,corrected,,venue.QVVTLlZJQy4xMDAwNTgxNw==,,Modern Australian | European,builders arms,Nic Coulter.docx,,,,,,
Nic Coulter,Melbourne,Freddy's (transcribed as 'Friti's pizza'),"Besides the pizza, got a really great vibe and really good local spirit.",,,corrected,,venue.QVVTLlZJQy4xMDAwNTI1Nw==,,Italian,Friti's pizza,Nic Coulter.docx,,,,,,
Nicholas Hill,Sydney,Bar Vincent,"Down in Darlinghurst. Annie and Sarah run a great shop. Good food, great hospitality.","Vibes really, the perfect spot for me.",,fuzzy_low,,,,,Barbinson,Nicholas Hill.docx,Bar Vincent,61,Bar Copains,60,Piccolo Bar Kings Cross,56
Nicholas Hill,Sydney,Gigi's Pizza Balmain,Beautiful down there.,,coffee,fuzzy_low,,,,,capade of white and Balmain,Nicholas Hill.docx,Gigi's Pizza Balmain,63,Rosso Pomodoro Balmain,60,Clarence and V,58
Nicholas Hill,Sydney,Ormeggio at The Spit,"Andrew runs a great shop. By the slice, thick, thin, they've got you covered.",,,fuzzy_low,,,,,pizza ultra down at Eddie Avenue,Nicholas Hill.docx,Ormeggio at The Spit,53,Eat at RoBs,52,Huxton's at Bronte.,52
Nicholas Hill,Sydney,The London Hotel (transcribed as 'the London Hotel in Balmain'),"A classic. Beautiful, polished pub, not too polished, classic old school.","Good Sunday roast, great pints on tap.",,corrected,,venue.QVVTLk5TVy4xMDAwMjczMA==,,British,the London Hotel in Balmain,Nicholas Hill.docx,,,,,,
Nicholas Hill,Sydney,Grappa Ristorante e Bar (transcribed as 'grappa in like art'),"Been there ages. Charlie's amazing on the floor, Adam in the kitchen.","Get a big table, grab your mates, kills it. Dirty Sunday night after work.",,corrected,,venue.QVVTLk5TVy4xMDAwMDY4NQ==,,Italian | Pizza,grappa in like art,Nicholas Hill.docx,,,,,,
Nicholas Jordan,Sydney,Hai Au Lang Nuong (transcribed as 'Hi Arlang'),An amazing time for everyone. Got an arcade out the back. Kids play equipment.,Sometimes the owner does karaoke outside. Everything is designed to be fun.,,corrected,,venue.QVVTLk5TVy4xMDAwMzg5OQ==,foodboard.8ll6CQghS1mh63AWJvUyf,Vietnamese,Hi Arlang,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,Diggy Doo's Coffee (transcribed as 'DigiDoo's'),I love Paul and Jua. The people who work there feel like my friends.,,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ1NQ==,foodboard.8ll6CQghS1mh63AWJvUyf,Coffee,DigiDoo's,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,Cafe Nho (transcribed as 'Cafe No'),"Vietnamese coffee culture is so different. Coffee with hen and custard, coffee with coconut milk.",Sweet corn juice with some coffee.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNTcyMg==,foodboard.8ll6CQghS1mh63AWJvUyf,Coffee | Dessert,Cafe No,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,Wiley Park Hotel (transcribed as 'The Wiley Park Hotel'),Real divey inside. The diveness makes it so relaxed.,A little kitchen run by three Vietnamese sisters doing Vietnamese seafood. Ridiculously priced.,,corrected,,venue.QVVTLk5TVy4xMDAwNjkyNw==,foodboard.8ll6CQghS1mh63AWJvUyf,Asian,The Wiley Park Hotel,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,Rice & Curry (transcribed as 'rice and curry in Piamos'),"Central Thai food, super spicy, a bit sweet. A dish called Hormok cloud.",A steamed fish curry wrapped in a banana leaf. Almost a mousse texture. I love it.,,corrected,,venue.QVVTLk5TVy4xMDAwNjkyOA==,foodboard.8ll6CQghS1mh63AWJvUyf,Thai,rice and curry in Piamos,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,Concordia Club (transcribed as 'The German club in Tempe'),"Absolutely amazing. Sit outside. Get a piece of pork knuckle, a schnitzel, some chips.",,,corrected,,venue.QVVTLk5TVy4xMDAwMjMxMw==,foodboard.8ll6CQghS1mh63AWJvUyf,German,The German club in Tempe,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,CASA DO BENFICA (transcribed as 'Carza du Benfica'),Tennis courts outside and inside. You can get some garlic octopus.,I dance there every Monday night.,,corrected,,venue.QVVTLk5TVy4xMDAwMDg5NQ==,foodboard.8ll6CQghS1mh63AWJvUyf,Portuguese,Carza du Benfica,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,Uruguayan Social & Sporting Club (transcribed as 'The Uruguayan club in Hichtenbrook'),That is legendary. They do salsa there. They've got a whole asado set up.,A little cafe where you can get Uruguayan sweets.,,corrected,,venue.QVVTLk5TVy4xMDAwNjkyOQ==,foodboard.8ll6CQghS1mh63AWJvUyf,Uruguayan,The Uruguayan club in Hichtenbrook,Nicholas Jordan_V6.docx,,,,,,
Nicholas Jordan,Sydney,Rocs and Rolls Restaurant (transcribed as 'Convent Garden'),A pub in Chinatown. Nothing to do with the drinks. It's the karaoke stage.,,,corrected,,venue.QVVTLk5TVy4xMDAwMjgwNQ==,foodboard.8ll6CQghS1mh63AWJvUyf,Asian,Convent Garden,Nicholas Jordan_V6.docx,,,,,,
Nick Corletto,Adelaide,"Parwana Afghan Kitchen (transcribed as 'Moana, Afghan kitchen')",Locally owned little Afghani kitchen place. The eggplant dishes are to die for.,Number one on the ticked off list every time we go.,,corrected,,venue.QVVTLkFETC4xMDAwMTI3MA==,foodboard.CnunInL825LAAGeuDDTTm,Afghan,"Moana, Afghan kitchen",Nick Corletto.docx,,,,,,
Nick Corletto,Adelaide,Exchange Coffee (transcribed as 'Exchange specialty coffee'),Just off Rundle Street. Incredibly small but mighty local coffee spot.,"Mighty coffee, stay list. Double shot espresso.",coffee,corrected,,venue.QVVTLkFETC4xMDAwMTc2MA==,foodboard.CnunInL825LAAGeuDDTTm,Coffee | Brunch,Exchange specialty coffee,Nick Corletto.docx,,,,,,
Nick Corletto,Adelaide,Maybe Mae (transcribed as 'Fruit play-may-rooms'),Just off Waymouth Street. Cosy as you could possibly go to.,"Incredible wine list, cocktails. Tip-top banter 100% of the time.",,corrected,,venue.QVVTLkFETC4xMDAwMTc0Mg==,foodboard.CnunInL825LAAGeuDDTTm,Cocktail,Fruit play-may-rooms,Nick Corletto.docx,,,,,,
Nick Corletto,Adelaide,Allegra Dining Room (transcribed as 'Allegra dining'),"Food plant-based, degustation style restaurant.",Some of the most incredible food I've had in quite a while.,,corrected,,venue.QVVTLkFETC4xMDAwMTgyNQ==,foodboard.CnunInL825LAAGeuDDTTm,Modern Australian,Allegra dining,Nick Corletto.docx,,,,,,
Nick Corletto,Adelaide,Bar Peripheral (transcribed as 'Barbara'),A place where every bartender goes on their day off or for an incredible experience.,,,corrected,,venue.QVVTLkFETC4xMDAwMTc3OQ==,foodboard.CnunInL825LAAGeuDDTTm,,Barbara,Nick Corletto.docx,,,,,,
Nick Holloway,Cairns,FINN FINN,"A ripping little Thai joint. Awesome food, rock and roll vibe.","Delicious food, big smashing flavours. It's awesome.",,fuzzy_low,,,,,Fin Fin,Nick Holloway_YT_V2.docx,FINN FINN,37,Macalister Brewing Company,35,Narrow Tracks Distilling & Macalister Brewing Company,34
Nick Holloway,Cairns,Blackbird Laneway,"Just a really beautiful bean. That beautiful sour, tangy sort of vibe, strong coffee.",,coffee,fuzzy_matched,,,,,Blackbird,Nick Holloway_YT_V2.docx,Blackbird Laneway,97,Macalister Brewing Company,37,Ganbaranba,34
Nick Holloway,Cairns,Ganbaranba,"A noodle Colosseum, slinging the best ramen outside of Japan easily. Been there 20 years.","Noodles made locally, the broth is to die for.",,fuzzy_low,,,,,Gamba Ramba,Nick Holloway_YT_V2.docx,Ganbaranba,65,Blackbird Laneway,36,Narrow Tracks Distilling & Macalister Brewing Company,36
Nick Holloway,Cairns,Everyday Lover,"Playing vinyl records, awesome brekkies, a great vibe on a corner.","Everyone's out, see and be seen. Good fun, good vibes.",brunch,fuzzy_matched,,,,,Everyday lover,Nick Holloway_YT_V2.docx,Everyday Lover,93,Macalister Brewing Company,35,Narrow Tracks Distilling & Macalister Brewing Company,32
Nick Holloway,Cairns,Narrow Tracks Distilling & Macalister Brewing Company,"Just opened in an old sawmill, beautiful distillery with huge vaulted ceilings.",,,fuzzy_matched,,,,,Narrow tracks,Nick Holloway_YT_V2.docx,Narrow Tracks Distilling & Macalister Brewing Company,79,Macalister Brewing Company,37,Blackbird Laneway,29
Nick Holloway,Cairns,Macalister Brewing Company,In the back of an industrial estate. They make all their own beer.,None of the distractions of a pub. Just a place to tour.,,fuzzy_low,,,,,McAllister brewery in Smithfield,Nick Holloway_YT_V2.docx,Macalister Brewing Company,47,Narrow Tracks Distilling & Macalister Brewing Company,43,Blackbird Laneway,37
Nick Russian,Melbourne,Gimlet,"Food's always spot on, drinks are always spot on. Amazing wine list, impeccable service.",,,high,,venue.QVVTLlZJQy4xMDAwMDIwNQ==,foodboard.AjPxmKDUkT4rpZKuRvptO,European,Gimlet,Nick Russian_IG_V4.docx,,,,,,
Nick Russian,Melbourne,Flower Drum Restaurant Melbourne (transcribed as 'floured rum'),Equally as good as Gimlet in different ways.,,,corrected,,venue.QVVTLlZJQy4xMDAwMDA2NQ==,foodboard.AjPxmKDUkT4rpZKuRvptO,Chinese | Cantonese,floured rum,Nick Russian_IG_V4.docx,,,,,,
Nick Russian,Melbourne,Laikon Deli (transcribed as 'The Lake on Dally'),Old world feeling. Walking into a beautiful old European deli.,"Beautiful food, beautiful pastries, beautiful breakfast. Espresso or a latte.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwMTAyMA==,foodboard.AjPxmKDUkT4rpZKuRvptO,Charcuterie,The Lake on Dally,Nick Russian_IG_V4.docx,,,,,,
Nick Russian,Melbourne,Pastuso (transcribed as 'besto so'),"A very successful venue, but doesn't get as much publicity as other places.","Food sensation. Peruvian style, something different.",,corrected,,venue.QVVTLlZJQy4xMDAwMDIwOQ==,foodboard.AjPxmKDUkT4rpZKuRvptO,Peruvian | American,besto so,Nick Russian_IG_V4.docx,,,,,,
Nick Russian,Melbourne,Clifton Hotel | Puttanesca Osteria (transcribed as 'Tentacle in south Yara'),Ravi's a ripping bloke.,,,corrected,,venue.QVVTLlZJQy4xMDAwNzA2MA==,foodboard.AjPxmKDUkT4rpZKuRvptO,Italian,Tentacle in south Yara,Nick Russian_IG_V4.docx,,,,,,
Nick Russian,Melbourne,Botanical Hotel (transcribed as 'esker in Q'),Great family vibe. Double Campari on ice.,,,corrected,,venue.QVVTLlZJQy4xMDAwNzM4NA==,foodboard.AjPxmKDUkT4rpZKuRvptO,Modern Australian,esker in Q,Nick Russian_IG_V4.docx,,,,,,
Nick Russian,Melbourne,Ricardo's Trattoria (transcribed as 'Ricardo's'),In Albert Park. Great old-style service. Beautiful old-style Italian food.,Nice little outdoor area for spring summer. Beautiful and cozy inside for winter.,,corrected,,venue.QVVTLlZJQy4xMDAwNDAwOA==,foodboard.AjPxmKDUkT4rpZKuRvptO,Italian,Ricardo's,Nick Russian_IG_V4.docx,,,,,,
Nick Smith,Sydney,Sean's (transcribed as 'Sean's panorama'),At Bondi Beach. They've been at the top of their game for 25 years.,"They don't need trends, they're their own trend.",,corrected,,venue.QVVTLk5TVy4xMDAwMzgzOA==,foodboard.dXNlci5Gam1sRlEzNFpnUHpFSjJ6TVFBa2xGQXlmM2wy,Australian,Sean's panorama,Nick Smith.docx,,,,,,
Nick Smith,Sydney,Single O Surry Hills (transcribed as 'singular'),"Always pushing it forward. Retraining us, re-educating us into what even coffee is.",,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ0OA==,foodboard.dXNlci5Gam1sRlEzNFpnUHpFSjJ6TVFBa2xGQXlmM2wy,Coffee,singular,Nick Smith.docx,,,,,,
Nick Smith,Sydney,Nomidokoro Indigo (transcribed as 'Nomi Dokoro Indigo'),A little Japanese Izakaya. Feels like a locals only place but everyone's invited.,"Tiny, great list of sake, laid-back food. Like going on a little mini holiday.",,corrected,,venue.QVVTLk5TVy4xMDAwNDk3Mw==,foodboard.dXNlci5Gam1sRlEzNFpnUHpFSjJ6TVFBa2xGQXlmM2wy,Japanese | Izakaya,Nomi Dokoro Indigo,Nick Smith.docx,,,,,,
Nick Smith,Sydney,Jangling Jack’s,"In Potts Point. Triple thread: great food, really good cocktails, the music's amazing.",Quadruple thread - the service is really cool too. Sometimes live music.,,high,,venue.QVVTLk5TVy4xMDAwNjY0NA==,foodboard.dXNlci5Gam1sRlEzNFpnUHpFSjJ6TVFBa2xGQXlmM2wy,,Jangling jacks,Nick Smith.docx,,,,,,
Nick Smith,Sydney,The Old Fitzroy Hotel (transcribed as 'old fits'),"Nostalgia, Sydney pub vibe. Support of the arts, community focus.","They've got a theatre, an amazing bistro upstairs. What a pub should be.",,corrected,,venue.QVVTLk5TVy4xMDAwNjQyMQ==,foodboard.dXNlci5Gam1sRlEzNFpnUHpFSjJ6TVFBa2xGQXlmM2wy,Modern Australian | European,old fits,Nick Smith.docx,,,,,,
Nick Smith,Canberra,Rebel Rebel,"A cute little restaurant in the city centre, run by Sean McConnell and his wife Jen.","Modern Australian, European bistro vibes. Real wagyu beef tongue, peppers.",,fuzzy_matched,,,,,Rebel Rebel,Nick Smith_IG_V5.docx,Rebel Rebel,100,Volstead Repeal,47,Abell's Kopi Tiam,43
Nick Smith,Canberra,Bedst,"My mate Jimmy specializes in Nordic black coffee. Batch brews, espressos.",,coffee,fuzzy_low,,,,,Bed Street,Nick Smith_IG_V5.docx,Bedst,64,Lava Coffee,43,Volstead Repeal,41
Nick Smith,Canberra,Rama's Fiji Indian Restaurant,A Fijian Indian restaurant. Been around for almost 30 years.,Like walking into your mate's parents' house. Amazing cuisine.,,fuzzy_low,,,,,Ramans,Nick Smith_IG_V5.docx,Rama's Fiji Indian Restaurant,64,Paranormal Wines,49,dada,44
Nick Smith,Canberra,Paranormal Wines,"A wine bar in Campbell. Run by Max Walker, amazing wine list.",Some of the best food in Canberra right now.,wine bar,fuzzy_matched,,,,,Paranormal wines,Nick Smith_IG_V5.docx,Paranormal Wines,94,Bedst,40,Mínima,39
Nick Smith,Canberra,Abell's Kopi Tiam,Little sandwich shop. Makes sandwiches fresh every day using Underbakey breads.,"The best bread in Canberra. Mortadella, celeriac, mayonnaise.",,fuzzy_low,,,,,Los Angelesi,Nick Smith_IG_V5.docx,Abell's Kopi Tiam,41,Bedst,38,Volstead Repeal,38
Nick Tesar,Melbourne,Good Heavens Rooftop Bar (transcribed as 'good heavens'),In the Melbourne CBD.,,,corrected,,venue.QVVTLlZJQy4xMDAwNTkxMQ==,foodboard.a0FUsMfFvnyNrMgnjMxdm,Cocktail,good heavens,Nick Tesar V4_Overlay.docx,,,,,,
Nick Tesar,Melbourne,Goldilocks Rooftop Bar (transcribed as 'Goldilocks'),Heading north.,,,corrected,,venue.QVVTLlZJQy4xMDAwNzA2OQ==,foodboard.a0FUsMfFvnyNrMgnjMxdm,,Goldilocks,Nick Tesar V4_Overlay.docx,,,,,,
Nick Tesar,Melbourne,Johnny’s Green Room,In Carlton.,,,high,,venue.QVVTLlZJQy4xMDAwNzA3Mg==,foodboard.a0FUsMfFvnyNrMgnjMxdm,,Johnny's Green Room,Nick Tesar V4_Overlay.docx,,,,,,
Nick Young,Melbourne,Gimlet (transcribed as 'Gimmelet'),A fan of both.,,,corrected,,venue.QVVTLlZJQy4xMDAwMDIwNQ==,foodboard.d24433628a0a2776a2b1276f,European,Gimmelet,Nick Young.docx,,,,,,
Nick Young,Melbourne,Minamishima (transcribed as 'Minimashima'),A fan.,,,corrected,,venue.QVVTLlZJQy4xMDAwMTA0NA==,foodboard.d24433628a0a2776a2b1276f,Japanese,Minimashima,Nick Young.docx,,,,,,
Nick Young,Melbourne,MAKER Richmond (transcribed as 'Maker in South Arrow'),From all the research I've done.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTk5NA==,foodboard.d24433628a0a2776a2b1276f,Coffee,Maker in South Arrow,Nick Young.docx,,,,,,
Nick Young,Melbourne,Scopri Italian Food and Wine (transcribed as 'Scopry'),Probably my favourite Italian restaurant. My favourite hidden gem.,,,corrected,,venue.QVVTLlZJQy4xMDAwNjA5NA==,foodboard.d24433628a0a2776a2b1276f,Italian,Scopry,Nick Young.docx,,,,,,
Nick Young,Melbourne,Yakikami (transcribed as 'Yaki Kami'),"Another Japanese restaurant. On Toorak Road, just near South Yarra Station. Very very very good.",,,corrected,,venue.QVVTLlZJQy4xMDAwNDg5Mw==,foodboard.d24433628a0a2776a2b1276f,Japanese,Yaki Kami,Nick Young.docx,,,,,,
Nick Young,Melbourne,Bar Margaux (transcribed as 'Balmago'),"In the City. Fantastic bar, really really good.",,,corrected,,venue.QVVTLlZJQy4xMDAwNTc4NA==,foodboard.d24433628a0a2776a2b1276f,,Balmago,Nick Young.docx,,,,,,
Nina Fitzgerald,Darwin,Ella by Minoli,"I love the Moorish cafe. They have an epic lunch special, two glasses of wine and three tapas.","$25, it's epic.",,fuzzy_matched,,,,,Ella,Nina Fitzgerald_V3.docx,Ella by Minoli,97,Moorish Cafe,74,Poké Ola Darwin,37
Nina Fitzgerald,Darwin,Cater Me Cafe,In Wenelli. The best cakes and cookies ever. Rich chocolate ganache cakes.,"All different kinds of cookies, coconut cake.",,fuzzy_low,,,,,Trade a cafe,Nina Fitzgerald_V3.docx,Cater Me Cafe,54,The General,51,The Trader Winnellie Road,51
Nina Fitzgerald,Darwin,Rapid Creek Markets,"A lady that makes fresh Thai noodles. Homemade rice noodles, Pad Thai, Pad See Ew.",She's over the wok all day. She plays Britney Spears to 50 cent. Such a vibe.,,fuzzy_matched,,,,,Rapid Creek Market,Nina Fitzgerald_V3.docx,Rapid Creek Markets,98,Cater Me Cafe,41,Moorish Cafe,40
Nina Fitzgerald,Darwin,Poké Ola Darwin,"Right on the water, watching the sunset over the ocean.",Darwin has some of the best sunsets in the world.,,fuzzy_low,,,,,the ski club,Nina Fitzgerald_V3.docx,Poké Ola Darwin,67,The 1995 Darwin,67,Darwin Ski Club,65
Nina Fitzgerald,Darwin,Cater Me Cafe,"A hole in the wall, really tiny. Really delicious authentic Vietnamese food.",Vietnamese spring rolls wrapped in lettuce.,,fuzzy_low,,,,,Kate and me Vietnamese,Nina Fitzgerald_V3.docx,Cater Me Cafe,46,Rapid Creek Markets,41,The Trader Winnellie Road,41
Nina Huynh,Sydney,"Saint Peter (transcribed as 'St. Peter, Paddington')",So inspiring to see someone so in tune with their craft and doing really cool stuff.,"All basically on seafood, but it's an amazing space. The team is incredible.",,corrected,,venue.QVVTLk5TVy4xMDAwNTA0MQ==,foodboard.BMxrP-crOp1fNTNYuW1KR,Seafood | Australian,"St. Peter, Paddington",Nina Huynh.docx,,,,,,
Nina Huynh,Sydney,PIÑA (transcribed as 'Peanut in Potts Point'),The guys that started off Room 10. I always loved going there. This place is amazing.,Flat white.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ0MA==,foodboard.BMxrP-crOp1fNTNYuW1KR,,Peanut in Potts Point,Nina Huynh.docx,,,,,,
